period_type,period_start,period_label,reporter_country,reporter_iso,partner_country,partner_iso,flow,commodity_group,analysis_bucket,hs6,hs_description,export_value_usd,export_quantity_ton,export_unit_value_usd_per_ton,export_value_usd_yoy_pct,export_quantity_ton_yoy_pct,export_unit_value_yoy_pct,export_value_usd_mom_pct,export_quantity_ton_mom_pct,export_unit_value_mom_pct,market_share_by_value_pct,market_share_by_quantity_pct,unit_value_rank_by_period,value_rank_by_period,quantity_rank_by_period,data_quality_flag,unit_value_flag,confidence_score,notes,source_name,source_url,fetched_at
A,2020-01-01,2020,Vietnam,VNM,New Zealand,NZL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1089638.4,673.042538,1618.974045,,,,,,,0.057745,0.055712,24,46,46,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,"China, Hong Kong SAR",HKG,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1069398.603,635.862781,1681.8072,,,,,,,0.056673,0.052635,16,47,47,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Türkiye,TUR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,922724.05,556.525746,1658.00784,,,,,,,0.0489,0.046067,19,48,48,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Venezuela,VEN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,864109.08,458.705824,1883.797926,,,,,,,0.045793,0.03797,7,49,49,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Cambodia,KHM,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,690445.473,385.434612,1791.342686,,,,,,,0.03659,0.031905,11,50,50,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Chile,CHL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,590307.718,361.534908,1632.782077,,,,,,,0.031283,0.029927,23,51,51,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Norway,NOR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,560933.53,342.137201,1639.498799,,,,,,,0.029727,0.028321,22,52,52,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Argentina,ARG,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,519309.094,335.933141,1545.870385,,,,,,,0.027521,0.027807,50,53,53,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Latvia,LVA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,453829.4,281.527789,1612.023458,,,,,,,0.024051,0.023304,27,54,54,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Myanmar,MMR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,294735.185,154.022803,1913.581491,,,,,,,0.015619,0.012749,4,55,55,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Singapore,SGP,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,245496.75,140.747303,1744.237685,,,,,,,0.01301,0.011651,13,56,56,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Malta,MLT,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,184780.8,117.76977,1569.000262,,,,,,,0.009792,0.009749,38,57,57,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Saudi Arabia,SAU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,175896,93.113631,1889.046728,,,,,,,0.009322,0.007708,6,58,58,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Estonia,EST,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,135099.2,73.872,1828.828243,,,,,,,0.00716,0.006115,9,59,59,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Sri Lanka,LKA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,95996,55.03,1744.430311,,,,,,,0.005087,0.004555,12,60,60,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Senegal,SEN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,69312,38.4,1805,,,,,,,0.003673,0.003179,10,61,61,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Brazil,BRA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,29800,19.078457,1561.97118,,,,,,,0.001579,0.001579,43,62,62,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Kazakhstan,KAZ,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,17145,9,1905,,,,,,,0.000909,0.000745,5,63,63,ok,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Austria,AUT,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,8673,0.42,20650,,,,,,,0.00046,0.000035,1,64,65,suspicious_unit_price,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2020-01-01,2020,Vietnam,VNM,Brunei Darussalam,BRN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,2820,0.59513,4738.460504,,,,,,,0.000149,0.000049,2,65,64,ok,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Germany,DEU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,394019748.936,220846.1,1784.137229,21.313836,4.083551,16.554282,,,,19.126318,18.976162,31,1,1,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,USA,USA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,226239632.851,122241.06,1850.766288,10.892335,-4.092842,15.62467,,,,10.982016,10.503541,24,2,3,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Italy,ITA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,220369535.031,127260.1,1731.646722,0.566402,-8.42259,9.81573,,,,10.697072,10.934801,42,3,2,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Japan,JPN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,185051441.51,103053.38,1795.685319,24.571231,9.786881,13.466408,,,,8.982678,8.854843,30,4,4,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Russian Federation,RUS,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,129111841.558,73942.21,1746.11824,41.246756,24.529903,13.423967,,,,6.267285,6.353471,40,5,5,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Belgium,BEL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,111574394.123,60433.2,1846.243358,-0.258595,-12.679285,14.224218,,,,5.415991,5.192712,26,6,6,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Algeria,DZA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,99643739.153,56525.3,1762.816635,6.292177,-6.013033,13.092464,,,,4.836859,4.856926,35,7,7,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Spain,ESP,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,89091394.551,51593.09,1726.808659,-28.629104,-36.770492,12.875931,,,,4.324632,4.433127,44,8,8,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Rep. of Korea,KOR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,56521105.67,30188.03,1872.301892,20.519343,1.036474,19.283005,,,,2.74362,2.593901,20,9,12,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Malaysia,MYS,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,56407223.267,32928.27,1713.033307,9.309596,-3.236796,12.966077,,,,2.738092,2.829356,46,10,10,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,China,CHN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,54661343.05,35177.48,1553.87319,53.642505,49.322074,2.893364,,,,2.653345,3.022619,64,11,9,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Thailand,THA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,53658931.545,31534.65,1701.586399,11.101065,0.44058,10.613724,,,,2.604686,2.709609,51,12,11,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,United Kingdom,GBR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,49509285.222,28131.51,1759.922778,28.123358,14.874055,11.533765,,,,2.403256,2.417195,36,13,13,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Philippines,PHL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,41995366.844,24830.07,1691.310852,-11.280196,-20.079162,11.009603,,,,2.038519,2.133519,53,14,14,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Egypt,EGY,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,26398399.861,14349.436,1839.682052,49.790239,31.30738,14.076025,,,,1.281418,1.232973,27,15,16,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,France,FRA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,25154433.307,14532.536,1730.904593,-12.545732,-22.417539,12.724277,,,,1.221034,1.248706,43,16,15,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Australia,AUS,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,21500474.326,12902.762,1666.346657,-7.269739,-13.877844,7.672944,,,,1.043666,1.108668,58,17,17,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Netherlands,NLD,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,20800661.365,10687.284,1946.300048,14.149203,-0.461258,14.678165,,,,1.009696,0.918303,17,18,20,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Poland,POL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,19100659.104,11178.59,1708.682321,-3.742975,-14.997548,13.240293,,,,0.927175,0.960518,47,19,19,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,India,IND,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,19033273.447,12326.757,1544.061706,-33.741063,-37.947947,6.779604,,,,0.923904,1.059174,65,20,18,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Greece,GRC,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,17801684.997,10027.526,1775.281859,10.63245,-3.027836,14.086811,,,,0.864121,0.861613,32,21,21,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Portugal,PRT,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,15520892.577,8746.942,1774.436435,-3.921956,-13.392034,10.93442,,,,0.753408,0.751579,33,22,22,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Canada,CAN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,12944213.029,6512.374,1987.633546,31.539495,10.526822,19.011378,,,,0.628332,0.559575,14,23,24,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Indonesia,IDN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,11670357.995,7423.428,1572.098227,-11.049896,-11.661787,0.692669,,,,0.566497,0.637857,63,24,23,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Ukraine,UKR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,10752699.273,6080.547,1768.376969,21.139934,13.266036,6.951685,,,,0.521952,0.52247,34,25,25,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
