period_type,period_start,period_label,market_country,market_iso,vietnam_export_value_usd,vietnam_export_quantity_ton,vietnam_export_unit_value_usd_per_ton,vietnam_export_unit_value_flag,partner_import_value_usd,partner_import_quantity_ton,partner_import_unit_value_usd_per_ton,partner_import_unit_value_flag,value_gap_usd,quantity_gap_ton,unit_value_gap_usd_per_ton,mirror_gap_pct,mirror_gap_flag,confidence_score,interpretation_note
A,2022-01-01,2022,Slovenia,SVN,10736849.946,5045.349,2128.068831,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,United Arab Emirates,ARE,10530841.52,4623.062,2277.893206,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,South Africa,ZAF,9779628.956,5029.92,1944.291153,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Dominican Rep.,DOM,9704085.442,4863.892,1995.127655,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Tunisia,TUN,6965140.05,3659.057,1903.534176,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Colombia,COL,4712280.11,2234.354,2109.012319,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Sweden,SWE,4667944.978,1811.53,2576.79695,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Türkiye,TUR,3910009.716,1638.6,2386.189257,ok,21025608,8483.288,2478.473912,ok,17115598.284,6844.688,92.284655,3.867449,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Romania,ROU,3822122.468,1932.412,1977.90247,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Croatia,HRV,3537779.778,1762.11,2007.695194,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Estonia,EST,3447315.836,1666.452,2068.655944,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Czechia,CZE,3433538.406,1694.1,2026.762532,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Bulgaria,BGR,3053038.619,1010.22,3022.152223,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Ireland,IRL,2551910.784,711.744,3585.433504,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,"Other Asia, nes",S19,2302764.696,838.472,2746.382343,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Denmark,DNK,2073111.114,1042.8,1988.0237,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,New Zealand,NZL,2015954.82,1098.511,1835.170353,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,"China, Hong Kong SAR",HKG,1747195.71,871.432,2004.970795,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Ukraine,UKR,1673969.2,780.757,2144.033547,ok,35836511.26,13524.3106,2649.784697,ok,34162542.06,12743.5536,505.75115,23.58877,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Saudi Arabia,SAU,1537244,601.4,2556.109079,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Finland,FIN,1480524.799,604.037,2451.049851,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Lithuania,LTU,1331099,585.82,2272.197945,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Chile,CHL,1260434.855,632.26,1993.538821,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Kuwait,KWT,1196319.5,516.76,2315.038896,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Cambodia,KHM,1107135.554,326.621,3389.664333,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Venezuela,VEN,755821.6,342.4,2207.422897,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Latvia,LVA,638656.8,326.4,1956.669118,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Brazil,BRA,574500,300,1915,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Argentina,ARG,513261.28,248.8,2062.947267,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Norway,NOR,398732.328,194.4,2051.092222,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Singapore,SGP,277651.709,112,2479.033116,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Costa Rica,CRI,186672.39,76.8,2430.630078,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Myanmar,MMR,166140.299,38.348,4332.437128,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Kazakhstan,KAZ,113940,38.4,2967.1875,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Iraq,IRQ,96000,38.4,2500,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Qatar,QAT,67400,25.2,2674.603175,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Switzerland,CHE,53386.5,19.792,2697.377728,ok,161962200.408,69299.092,2337.147511,ok,161908813.908,69279.3,-360.230217,-13.35483,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Panama,PAN,44650,19,2350,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Senegal,SEN,43875,19.5,2250,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2022-01-01,2022,Bangladesh,BGD,16100,4,4025,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Germany,DEU,394019748.936,220846.1,1784.137229,ok,2999754673.055001,1631288.059416,1838.887164,ok,2605734924.119001,1410441.959416,54.749935,3.068706,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,USA,USA,226239632.851,122241.06,1850.766288,ok,254385296,135146.596,1882.291553,ok,28145663.149,12905.536,31.525265,1.703363,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Italy,ITA,220369535.031,127260.1,1731.646722,ok,232121435.217,129572,1791.447498,ok,11751900.186,2311.9,59.800776,3.453405,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Japan,JPN,185051441.51,103053.38,1795.685319,ok,174934551.311,99847.7,1752.01383,ok,-10116890.199,-3205.68,-43.671489,-2.432024,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Russian Federation,RUS,129111841.558,73942.21,1746.11824,ok,161854912.59,82492.04625,1962.066889,ok,32743071.032,8549.83625,215.948649,12.367355,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Belgium,BEL,111574394.123,60433.2,1846.243358,ok,40229932.277,20332.1,1978.641275,ok,-71344461.846,-40101.1,132.397917,7.171206,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Algeria,DZA,99643739.153,56525.3,1762.816635,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Spain,ESP,89091394.551,51593.09,1726.808659,ok,1118454277.045,632500.7976,1768.304928,ok,1029362882.494,580907.7076,41.496269,2.403061,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Rep. of Korea,KOR,56521105.67,30188.03,1872.301892,ok,54619772,30988.15,1762.601898,ok,-1901333.67,800.12,-109.699994,-5.859098,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Malaysia,MYS,56407223.267,32928.27,1713.033307,ok,154569798.034,87878.1,1758.91147,ok,98162574.767,54949.83,45.878163,2.678183,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,China,CHN,54661343.05,35177.48,1553.87319,ok,54246701,32358.49,1676.42869,ok,-414642.05,-2818.99,122.5555,7.887098,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Thailand,THA,53658931.545,31534.65,1701.586399,ok,336847844.141,194891.388,1728.387527,ok,283188912.596,163356.738,26.801128,1.575067,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,United Kingdom,GBR,49509285.222,28131.51,1759.922778,ok,243466002.779,130921.232,1859.637272,ok,193956717.557,102789.722,99.714494,5.665845,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Philippines,PHL,41995366.844,24830.07,1691.310852,ok,56186651,15907.609605,3532.061221,ok,14191284.156,-8922.460395,1840.750369,108.835722,large_mirror_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Egypt,EGY,26398399.861,14349.436,1839.682052,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,France,FRA,25154433.307,14532.536,1730.904593,ok,146982610.386,88799.200044,1655.224488,ok,121828177.079,74266.664044,-75.680105,-4.372286,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Australia,AUS,21500474.326,12902.762,1666.346657,ok,42427335.566,23961.7658,1770.626419,ok,20926861.24,11059.0038,104.279762,6.257987,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Netherlands,NLD,20800661.365,10687.284,1946.300048,ok,19896368.556,9444.15,2106.739998,ok,-904292.809,-1243.134,160.43995,8.243331,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Poland,POL,19100659.104,11178.59,1708.682321,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,India,IND,19033273.447,12326.757,1544.061706,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Greece,GRC,17801684.997,10027.526,1775.281859,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Portugal,PRT,15520892.577,8746.942,1774.436435,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Canada,CAN,12944213.029,6512.374,1987.633546,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Indonesia,IDN,11670357.995,7423.428,1572.098227,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Ukraine,UKR,10752699.273,6080.547,1768.376969,ok,32466142.68,16191.2002,2005.172086,ok,21713443.407,10110.6532,236.795117,13.390534,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Israel,ISR,9705342.985,5218.88,1859.660116,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Dominican Rep.,DOM,8400581.2,4796.294,1751.473367,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Tunisia,TUN,8051085.026,4921.761,1635.813894,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,United Arab Emirates,ARE,7680092.275,3549.742,2163.563514,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Ecuador,ECU,7414754.2,4435.68,1671.616122,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Morocco,MAR,7029853.841,4195.134,1675.716161,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Slovenia,SVN,5007110.716,2846.992,1758.737192,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Sweden,SWE,4292482.55,2368.02,1812.68847,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,South Africa,ZAF,3361635.21,1986.55,1692.197634,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Mexico,MEX,3232653.27,1658.296,1949.382541,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Romania,ROU,3161025.584,1855.71,1703.404942,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Finland,FIN,2939519.14,1559.77,1884.584997,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,"Other Asia, nes",S19,2436149.816,1049.58,2321.07111,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Czechia,CZE,2384063.462,1278.038,1865.408902,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Türkiye,TUR,2106937.408,998.02,2111.11742,ok,7628200,3673.984,2076.274693,ok,5521262.592,2675.964,-34.842727,-1.65044,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Ireland,IRL,1811187.614,616.312,2938.751175,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Croatia,HRV,1687287.56,991.48,1701.786783,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,"China, Hong Kong SAR",HKG,1537015.044,883.472,1739.743924,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Denmark,DNK,1437905.4,843.6,1704.487198,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Bulgaria,BGR,1361525.24,835.76,1629.086388,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,New Zealand,NZL,1306914.5,786.23,1662.254684,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Lithuania,LTU,821187.78,447.746,1834.048277,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Estonia,EST,730158.276,348.092,2097.601427,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Kuwait,KWT,717430,368.68,1945.942281,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Argentina,ARG,452376.068,268.626,1684.036795,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Cambodia,KHM,449933.708,192.16,2341.453518,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Norway,NOR,426053.088,216,1972.468,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Chile,CHL,422153.24,228.64,1846.366515,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Singapore,SGP,303560.17,143.242,2119.212033,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Senegal,SEN,202368,115.2,1756.666667,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Latvia,LVA,201525.6,117.6,1713.653061,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Nigeria,NGA,129288.524,79.79,1620.359995,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Myanmar,MMR,123360,58.048,2125.137817,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Saudi Arabia,SAU,119571.25,52.89,2260.753451,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Panama,PAN,60000,19.2,3125,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Malta,MLT,32198.4,19.2,1677,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Bangladesh,BGD,11568,3.18,3637.735849,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Austria,AUT,6450,0.3,21500,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2021-01-01,2021,Uruguay,URY,3500,0.7,5000,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
