period_type,period_start,period_label,market_country,market_iso,vietnam_export_value_usd,vietnam_export_quantity_ton,vietnam_export_unit_value_usd_per_ton,vietnam_export_unit_value_flag,partner_import_value_usd,partner_import_quantity_ton,partner_import_unit_value_usd_per_ton,partner_import_unit_value_flag,value_gap_usd,quantity_gap_ton,unit_value_gap_usd_per_ton,mirror_gap_pct,mirror_gap_flag,confidence_score,interpretation_note
M,2025-01-01,202501,Japan,JPN,,,,,46992429.592,8944.5,5253.779372,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,Netherlands,NLD,,,,,11262891.092,2118.95,5315.317064,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,Rep. of Korea,KOR,,,,,10696278,2088.741,5120.921167,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,Spain,ESP,,,,,166157324.616,31853.96,5216.221927,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2025-01-01,202501,USA,USA,,,,,18752279,3357.39,5585.374055,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Belgium,BEL,,,,,1584918.105,319.6121,4958.880171,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Germany,DEU,,,,,123892801.292,25591.896,4841.09506,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Italy,ITA,,,,,15656037.358,2842.27,5508.28646,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Japan,JPN,,,,,10109396.67,2128.11,4750.410773,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Netherlands,NLD,,,,,5733610.483,1060.59,5406.057461,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Rep. of Korea,KOR,,,,,4398558,816.989,5383.864409,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,Spain,ESP,,,,,166980560.201,30017.028,5562.861193,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-12-01,202412,USA,USA,,,,,10360105,1943.45,5330.780313,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Belgium,BEL,,,,,2190837.17,398.05355,5503.875471,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Germany,DEU,,,,,146697688.465,30002.832,4889.461384,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Italy,ITA,,,,,29418548.144,5956.15,4939.188594,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Japan,JPN,,,,,10892258.124,2584.04,4215.204921,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Netherlands,NLD,,,,,2153122.668,410.287,5247.845211,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Rep. of Korea,KOR,,,,,8236450,1675.62,4915.464127,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,Spain,ESP,,,,,220713513.792,39224.8424,5626.880831,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-11-01,202411,USA,USA,,,,,10081110,2022.36,4984.82466,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Belgium,BEL,,,,,6139642.215,1191.49552,5152.887369,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Germany,DEU,,,,,406223175.426,80426.105816,5050.887039,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Italy,ITA,,,,,58851997.268,13139.9,4478.877105,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Japan,JPN,,,,,25683305.366,5750.18,4466.521981,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Netherlands,NLD,,,,,6800887.972,1274.3,5336.959878,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Rep. of Korea,KOR,,,,,7517457,1585.15,4742.426269,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,Spain,ESP,,,,,227763056.732,44551.08704,5112.401781,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-10-01,202410,USA,USA,,,,,17032583,2977.02,5721.353232,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Belgium,BEL,,,,,3413628.231,711.37761,4798.616351,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Germany,DEU,,,,,375223077.952,78196.792,4798.445925,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Italy,ITA,,,,,40503456.502,9647.9,4198.162968,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Japan,JPN,,,,,39248643.938,7974.41,4921.824177,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Netherlands,NLD,,,,,7441480.899,1417,5251.574382,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Rep. of Korea,KOR,,,,,7453114,1625.64,4584.726016,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,Spain,ESP,,,,,207558172.812,40925.38224,5071.624538,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-09-01,202409,USA,USA,,,,,15629590,2835.119,5512.851489,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Belgium,BEL,,,,,2180030.347,511.30664,4263.64568,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Germany,DEU,,,,,258427407.322,58333.248,4430.190606,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Italy,ITA,,,,,34030327.633,8365.29,4068.039199,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Japan,JPN,,,,,28623593.456,6336.42,4517.31316,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Netherlands,NLD,,,,,6412142.384,1420.01,4515.561428,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Rep. of Korea,KOR,,,,,9095061,1982.71,4587.186729,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,Spain,ESP,,,,,196335699.752,40564.76104,4840.055623,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-08-01,202408,USA,USA,,,,,16567083,3791.79,4369.198452,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Belgium,BEL,,,,,5850198.386,1392.22123,4202.060894,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Germany,DEU,,,,,265877170.445,65261.928,4074.001161,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Italy,ITA,,,,,45488924.292,11808.7,3852.153437,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Japan,JPN,,,,,30665075.774,7586.2,4042.218209,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Netherlands,NLD,,,,,3675967.65,798.02,4606.360304,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Rep. of Korea,KOR,,,,,13487303,3047.36,4425.897498,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,Spain,ESP,,,,,204214781.432,45027.93592,4535.290754,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-07-01,202407,USA,USA,,,,,14967764,3329.48,4495.526028,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Belgium,BEL,,,,,10711010.739,2539.29442,4218.105098,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Germany,DEU,,,,,623289974.859,163598.784,3809.86924,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Italy,ITA,,,,,44147941.574,12153.4,3632.55892,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Japan,JPN,,,,,27323552.499,6845.91,3991.222861,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Netherlands,NLD,,,,,10081698.356,2651.9,3801.688735,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Rep. of Korea,KOR,,,,,11931595,2842.96,4196.89162,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,Spain,ESP,,,,,335987902.918,81525.45008,4121.264005,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
M,2024-06-01,202406,USA,USA,,,,,23432825,5818.68,4027.17197,ok,,,,,missing_export_unit_value,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
